epoch	iteration	time	MSE_train	MAE_train	loss_train	MSE_valid	MAE_valid	loss_valid
0	127	381.9995732307434	0.26692204891951316	0.43831192693658927	34.194744661450386	0.267752093752404	0.439972927757338	8.564286470413208
1	127	4050.4867177009583	0.23404000671988812	0.3802518516355493	30.00378030911088	0.23438928880521856	0.38354235536911907	7.489840179681778
2	127	7701.124516963959	0.1557451691462998	0.3019617857636919	19.8826715759933	0.1680897382392329	0.3169160955676846	5.371558427810669
3	127	11400.950375556946	0.12264682723807677	0.2723208757547232	15.689564175903797	0.14182563972690354	0.2944312762980368	4.5295703411102295
4	127	14684.640786886215	0.10799037108944741	0.2534301215559171	13.852973429486156	0.13954073488418886	0.2890084853359297	4.4577514342963696
5	127	17910.939487457275	0.11686847085662168	0.2682554807471972	14.946179278194904	0.15316297172902127	0.30062811696061903	4.888140816241503
6	127	18179.44059753418	0.07396104274126222	0.21740475227432995	9.449265081435442	0.13562465919314512	0.289691962403994	4.3323629423975945
7	127	20127.454603910446	0.06578460786830936	0.2069525019936939	8.443617830052972	0.16012604334725294	0.3194428201399597	5.123837001621723
8	127	20405.466010808945	0.04782217492599699	0.17745823331910976	6.1052252277731895	0.1450039714248555	0.2992562445136262	4.632015861570835
9	127	20691.91102051735	0.02417479571105407	0.12436538410137121	3.0942061664536595	0.14845163063825123	0.30159660334534505	4.7395984046161175
10	127	20969.0313000679	0.05639753967466792	0.20590944373355025	7.2176649402827024	0.19789052146553765	0.35958616850422875	6.332644931972027
11	127	21245.789345026016	0.016349800239716012	0.10126047885334707	2.0898348670452833	0.1598426030581786	0.30918108413324635	5.101162116974592
12	127	21525.117003917694	0.010304446155672942	0.07945437124843167	1.3168280944228172	0.15412465032631306	0.3058210284686556	4.9222582168877125
13	127	21810.083651542664	0.0061918116358082725	0.059493566283272625	0.7911115278257057	0.1600823864519868	0.311298414027574	5.115198411047459
14	127	22089.765644073486	0.006363615807969457	0.06267189859635745	0.8154690887313336	0.16044423955624962	0.3111610715149664	5.124014362692833
15	127	22368.367335557938	0.015621824310552238	0.10324455959022424	1.9967681583948433	0.18018801626747924	0.33964067791752955	5.760232552886009
16	127	22647.49040079117	0.004275140780039378	0.04990877530143753	0.5492778179468587	0.16342305130342885	0.3178141611609973	5.223009716719389
17	127	22924.90210366249	0.0047157317710193915	0.05398079694697286	0.6039886802900583	0.16822746168028943	0.32081030261721094	5.377520017325878
18	127	23201.434600114822	0.0018152965538608158	0.03212176640789512	0.23217085981741548	0.15920206087199093	0.3120869971665682	5.0868808180093765
19	127	23481.827050685883	0.0020925867815152362	0.03457809456280492	0.2677642547059804	0.16065662896860086	0.3114902221104678	5.131309941411018
20	127	23760.70215654373	0.004470966914445727	0.05641611133068289	0.570934618706815	0.16675152355411027	0.3218258912218552	5.331040669232607
21	127	24037.599442481995	0.0025935265398426234	0.03779935512266458	0.33145991165656596	0.16103697574124862	0.31210654586845754	5.143902190029621
22	127	24314.07892727852	0.00641777860638626	0.06501224783779884	0.8209856923203915	0.16428012445379997	0.31432525007163775	5.245618503540754
23	127	24592.20675611496	0.004313979443481198	0.047285921064911376	0.5528779630549252	0.16344716716410573	0.31703226488156644	5.221429083496332
24	127	24869.479446172714	0.00575661022208045	0.05668634685310355	0.7379135170485824	0.15986688615470343	0.30815463611016086	5.104132026433945
25	127	25146.538865804672	0.002873612054260724	0.0390152563703726	0.36732246197061613	0.15927300872216166	0.31225735735075144	5.088884949684143
26	127	25422.930463790894	0.0025298852444065006	0.037361124916470326	0.32410906738368794	0.15870379554031422	0.3105597712026507	5.071441885083914
27	127	25711.872831344604	0.005848283826950453	0.06141953088346794	0.7499694200232625	0.1620884555721081	0.31879593469202516	5.1825447380542755
28	127	25989.698991298676	0.014070545045960673	0.09415331886080128	1.8024531179107726	0.16412940003944043	0.3097822357188253	5.2393212132155895
29	127	26267.213139772415	0.00809750128951713	0.07035112075803328	1.0342513679061085	0.16538636746938368	0.32173715016859417	5.284671951085329
30	127	26545.16423869133	0.003375337768153629	0.04219137216128303	0.4317843144526705	0.15819383516538502	0.3100427371979344	5.052935674786568
31	127	26822.213052272797	0.0033735333101801933	0.04186574964510758	0.43105526512954384	0.15891626704967424	0.31078247462271474	5.077511593699455
32	127	27100.95650410652	0.002985412798534638	0.04108455205506872	0.38199002388864756	0.15973266441374298	0.3130437345846611	5.105307571589947
33	127	27379.01105070114	0.002166756638471648	0.03388185433528693	0.2776118310284801	0.15530448026277224	0.30547215844340186	4.961239974945784
34	127	27657.672640562057	0.0038250657826740717	0.04682421412488691	0.4898351087467745	0.15460674145066783	0.3033441307644049	4.936948612332344
35	127	27933.658313274384	0.014722053998998912	0.10325974101882422	1.8816619594581425	0.16801741562090974	0.3147141005697788	5.364275731146336
36	127	28211.297066688538	0.01245700833587452	0.08783806575163797	1.5980853540822864	0.1568259257734694	0.3048087896012208	5.005669888108969
37	127	28485.249678611755	0.004266419370698829	0.046323174704733225	0.5449663541512564	0.1556853214524425	0.3052043734008775	4.974176112562418
38	127	28762.389051914215	0.0035495110168314572	0.04419183647666183	0.454657330410555	0.16004943031353436	0.3143291089683771	5.11467494443059
39	127	29039.104156255722	0.00365315452895622	0.043798623368370364	0.4667118245270103	0.15426279898972767	0.301782675029016	4.926104597747326
40	127	29318.330335378647	0.0073437876979372645	0.06932220102225314	0.938322038622573	0.1638554699329997	0.3188997654573006	5.241289060562849
41	127	29602.188745737076	0.003765262597685219	0.047766631601459546	0.4818166837794706	0.15654228583719013	0.3089707528989689	5.003136560320854
42	127	29880.488171577454	0.003021026753059991	0.04055724191328347	0.3883223300508689	0.15682278838231223	0.309754204793888	5.012406360358
43	127	30157.17707300186	0.0017682096209221626	0.030237505801062207	0.22618156191310845	0.1533298925943322	0.303552858947831	4.898961495608091
44	127	30436.617766857147	0.004653347988022033	0.052779404872673394	0.5961745544336736	0.1551632813663629	0.30222355244206445	4.95427118986845
45	127	30714.226045131683	0.005839356732821128	0.059955543033972145	0.7492032300215214	0.1552133061427111	0.3023808526569137	4.957387886941433
46	127	30989.784681081772	0.00886982676095992	0.07646885052111616	1.1334240543656051	0.1563800857978272	0.3043559220637761	4.99337213486433
47	127	31269.565204381943	0.003008585936191425	0.040909706489427135	0.38615501020103693	0.15133130216066673	0.3004089313467928	4.833367638289928
48	127	31549.33200621605	0.003008320694135254	0.03999544551439989	0.38507195346755907	0.15599748724521284	0.3066356235859441	4.985630109906197
49	127	31824.75665330887	0.0015511972420883633	0.02804615754690724	0.19880322137032636	0.15305405228402455	0.30325693518069446	4.890480350703001
