epoch	iteration	time	MSE_train	MAE_train	loss_train	MSE_valid	MAE_valid	loss_valid
0	127	384.78076457977295	0.16751862779909185	0.34178564628510427	21.412418201565742	0.1691685738448604	0.34668525223638497	5.416085205972195
1	127	766.108146905899	0.14089667048635526	0.2522042056236239	18.047743061557412	0.1383602919916099	0.2567050809369368	4.424262508749962
2	127	1145.3580887317657	0.13466248435844158	0.2483749249470929	17.211496328935027	0.13498982022292638	0.25569296601940605	4.315245132893324
3	127	1525.8700160980225	0.1306973877641444	0.2770272510592579	16.8191022798419	0.1356493623140936	0.2870876673974243	4.339211389422417
4	127	1908.4384105205536	0.10068596476117012	0.24408624551566077	12.869960829615593	0.11961533359347401	0.27109566436094396	3.82836851477623
5	127	2291.7623920440674	0.08385684599178012	0.22462663777256525	10.710036505013704	0.10768802862555578	0.25975379856193764	3.444391142576933
6	127	2671.503955602646	0.08747192684489949	0.23294833270373852	11.17860022932291	0.13337511282041645	0.285618229005851	4.277655601501465
7	127	3051.1108660697937	0.10675201730176606	0.2649106059747254	13.64321419596672	0.15680835340424004	0.3191296752177033	5.028716281056404
8	127	3432.3451120853424	0.05240592307879548	0.1798921331639152	6.702820872887969	0.11473788607434038	0.26789506808215496	3.674408007413149
9	127	3812.8445365428925	0.08465234643300752	0.24320990926258007	10.81233623623848	0.1839049639598801	0.3432285596342648	5.899530939757824
10	127	4193.1333112716675	0.07874688943215935	0.2461606121564075	10.071167780086398	0.14571854207000554	0.3101824446636088	4.657390717417002
11	127	4577.380511522293	0.0911894521924251	0.2677478292580039	11.688614804297686	0.19486419148607753	0.3594222781120562	6.243194967508316
12	127	4956.116655349731	0.05294951699449064	0.2037170237046153	6.784105377271771	0.17400690137627045	0.33627839940143567	5.5796919241547585
13	127	5336.526322126389	0.022183758563529447	0.12338321638101458	2.8387902602553368	0.13768619847602998	0.2957946146856628	4.410372816026211
14	127	5716.500517845154	0.017953204755720546	0.11048866357081212	2.298186239786446	0.1318213064710007	0.289007385323445	4.216859720647335
15	127	6097.477446079254	0.008145888051037607	0.07148870044022375	1.0464260196313262	0.12392398407735986	0.28328629854847404	3.970098540186882
16	127	6478.831208229065	0.04287288083952516	0.1875990565527652	5.485487414523959	0.15362776455424418	0.31664330445083916	4.910766281187534
17	127	6860.422405719757	0.0054854694212624604	0.059465822414666164	0.7020773495314643	0.12508413896000267	0.2835892752433817	4.005028426647186
18	127	7242.038824558258	0.0037286898041838695	0.04775258931862934	0.4764129390241578	0.12930467395041267	0.28547746390104295	4.142206788063049
19	127	7622.6043446063995	0.004707545024625451	0.052664754818257956	0.6044246813980862	0.12659132043099425	0.2825354832060197	4.050591878592968
20	127	8006.57700920105	0.011424815569302051	0.09351300313568682	1.4648283040151	0.13368609138885462	0.2927750811309499	4.277900040149689
