epoch	iteration	time	MSE_train	MAE_train	loss_train	MSE_valid	MAE_valid	loss_valid
0	127	338.3691625595093	0.2391256259127916	0.3873043538658482	30.625493742525578	0.23806390332312047	0.3893291253669589	7.608376249670982
1	127	674.6979379653931	0.24215215440170018	0.3599436810967503	30.906147211790085	0.24097469058146703	0.3585587121107999	7.6921893283724785
2	127	1009.1572120189667	0.15996688201646	0.32184436990314114	20.473573848605156	0.17832271426936333	0.34325606484039156	5.706940807402134
3	127	1343.9356427192688	0.13959199378328194	0.29350378375549724	17.882464554160833	0.1617685392912473	0.30896852600443014	5.159433580935001
4	127	1679.9007079601288	0.09843624803732351	0.2502809141647109	12.60072684660554	0.14227205534128287	0.2959836514557109	4.557417614385486
5	127	2013.8702638149261	0.12476732776769726	0.2860803284053999	15.966300416737795	0.18453461702072727	0.3449751039346059	5.9051966443657875
6	127	2352.7458367347717	0.1332363090426122	0.30269646773909686	17.02321894839406	0.2035104044100705	0.348129666655087	6.4917091354727745
7	127	2696.458600997925	0.10001720214148746	0.2613964566613225	12.816810563206673	0.17508046020873338	0.3456433767197179	5.607141092419624
8	127	3031.8689494132996	0.0758200610639593	0.23418876837705394	9.70970056951046	0.18567300252055985	0.32948072136324996	5.922256171703339
9	127	3367.226728916168	0.04470308080396917	0.17582881372533318	5.734848949126899	0.17218322675970313	0.3250549970724273	5.504065573215485
10	127	3701.34787607193	0.018252428892689066	0.10806389958750583	2.3360588173381984	0.14850109157379768	0.2944656925422012	4.7407099939882755
11	127	4037.654161453247	0.02861936181305173	0.14103351054108068	3.664306723512709	0.1735912895983206	0.3289539576928113	5.549787290394306
12	127	4375.683237314224	0.019853879300170685	0.11534166359878796	2.535339404363185	0.15833532422056099	0.3143155598611224	5.059957876801491
13	127	4711.011650562286	0.014900535911230322	0.09989029667187356	1.9064318966120481	0.15682241390400817	0.3077454300268608	5.010202009230852
14	127	5045.298270940781	0.041471108551425453	0.18106392872397045	5.304469916969538	0.1913330520039523	0.3497059211317523	6.121491394937038
15	127	5382.405019760132	0.06943501264596454	0.2460597425996746	8.891971871256828	0.21451368518494776	0.3543242619263337	6.842333402484655
16	127	5717.711941480637	0.06246700267339835	0.23583318519970473	7.991837415844202	0.2053447891875522	0.34405751448562916	6.550442699342966
17	127	6060.207554578781	0.005462291702304935	0.05702852557373581	0.7005851762369275	0.1537142789960152	0.298055272195123	4.908332258462906
18	127	6408.621739387512	0.006788273861948615	0.06434817722141159	0.8675414174795151	0.15554216784173713	0.2958818301120225	4.963560339063406
19	127	6744.914958715439	0.008221529047457632	0.07228661165378772	1.0530753298662603	0.15721086758843814	0.29822584677341524	5.018548481166363
20	127	7080.0609431266785	0.04549644927092798	0.2001914162314709	5.8251769207417965	0.19585301773179087	0.3315842995456621	6.24771811440587
21	127	7414.293992996216	0.005412858871102133	0.05867571565781166	0.6925599565729499	0.14658953552252438	0.29453690122155585	4.68017153814435
22	127	7751.181291341782	0.01081681864770367	0.08828656571802702	1.3872791263274848	0.1577937413813964	0.31144784878135895	5.04361617565155
23	127	8087.288197755814	0.004152554215673271	0.04877528564622083	0.5335359291639179	0.14849357500055235	0.296822606856186	4.741962976753712
24	127	8421.635567903519	0.003765539920293121	0.046151675268850716	0.48236525116954	0.14496825913513264	0.2921434007146779	4.6283539943397045
25	127	8757.066559553146	0.012322546295140931	0.09598260418690344	1.5778374182991683	0.1616893656819968	0.3172897372869592	5.168061397969723
26	127	9091.452069759369	0.003146767865297341	0.0415454218077388	0.4023651995230466	0.14938280098500387	0.29730481308537954	4.771473467350006
27	127	9426.847578763962	0.005629597342239896	0.05962983995725322	0.7223017695359886	0.14951691551812257	0.2901011880815906	4.771459240466356
