epoch	iteration	time	MSE_train	MAE_train	loss_train	MSE_valid	MAE_valid	loss_valid
0	127	229.06745505332947	0.15402368675152983	0.2637931719269021	19.695795964449644	0.14688193953580816	0.2649854044119517	4.695207960903645
1	127	465.90562200546265	0.14279828267531222	0.25318696988323985	18.3843418546021	0.1389128368470733	0.25632345068688484	4.441452037543058
2	127	703.5819437503815	0.14648388150050132	0.30805858816369264	18.733541775494814	0.14761771451187622	0.31321555165683523	4.722292512655258
3	127	938.149594783783	0.12335034764839346	0.2600978545439354	15.772966880351305	0.126015542403197	0.26985537684431266	4.027848776429892
4	127	1171.872195482254	0.08917308559948912	0.23064152645982988	11.418241696432233	0.10564531757240582	0.2531491919475443	3.3806303441524506
5	127	1408.5254480838776	0.08301897355117316	0.22083191642978506	10.641719169914722	0.10523306819940008	0.2475141113879634	3.366244789212942
6	127	1643.7403635978699	0.05512227732135899	0.19080602527139293	7.070685422047973	0.09654341745662738	0.2499025897798585	3.0867535024881363
7	127	1883.163021326065	0.04789479592818565	0.1765756528698627	6.121910388581455	0.09780202133655184	0.24962523120875452	3.127213481813669
8	127	2119.989383459091	0.07806862359818229	0.24461621798242733	9.99004676938057	0.170218283892086	0.32720057508524725	5.447612561285496
9	127	2356.308429956436	0.030395304900461228	0.1427846419397287	3.885908263735473	0.11956204973978238	0.2737858712746232	3.8195242024958134
10	127	2593.1339695453644	0.011225578064939547	0.08352961439579097	1.4383906130678952	0.11170403819393858	0.2627115925810501	3.5701365023851395
11	127	2826.4931581020355	0.0047698512625056035	0.054012299314075564	0.6093585113994777	0.11235481932961094	0.26243143295686616	3.5917241536080837
12	127	3057.2290658950806	0.004985986769151574	0.056619447931128934	0.6376325368182734	0.11399144273067284	0.2632737730063644	3.6428423039615154
13	127	3296.329172372818	0.002237699758598357	0.036321925558788645	0.2864295563194901	0.11109367950715038	0.26058556753046375	3.549632888287306
14	127	3531.358434200287	0.0014120854832206688	0.02892357229799514	0.18038431787863374	0.1118199102100555	0.2621975880262314	3.5742735639214516
15	127	3762.7767016887665	0.0009493721893044108	0.02380246446741264	0.12126470397925004	0.11116213437689867	0.2611477045963208	3.5517486445605755
16	127	4005.3436467647552	0.0006855441124228284	0.019975896873627733	0.08782444470853079	0.1108678490521659	0.2604286261268106	3.5428099669516087
17	127	4242.338920593262	0.0006686429708319267	0.019399889454150655	0.08547900246048812	0.11153585549772657	0.26157848286424196	3.5650264360010624
18	127	4481.4074614048	0.0024770753530492353	0.04230747092469599	0.3171157627366483	0.11369881858674628	0.26418140396914064	3.634600918740034
19	127	4712.33517241478	0.0012147487664796546	0.026067387663094452	0.1554985960246995	0.11073853544717964	0.25943202968759865	3.5385767929255962
20	127	4944.331702470779	0.0015219291199439426	0.02902026439066438	0.194599321577698	0.11180329686727081	0.26186844979723295	3.5729851946234703
21	127	5177.3111226558685	0.002399130760737051	0.037534437502338744	0.3066765560070053	0.11387912906503671	0.2637589786493895	3.6392179615795612
22	127	5408.655592679977	0.0028894842569133976	0.04092401193453949	0.36926691146800295	0.11000131156561994	0.2600297634946365	3.5154106616973877
23	127	5643.887097597122	0.0028845425321991198	0.04056469315826338	0.36936235753819346	0.11041353755694722	0.2598719645656791	3.52865219861269
24	127	5877.990908384323	0.00219933213700979	0.03490825573101983	0.2807053297874518	0.11013059976110062	0.2615109330152764	3.5205875672399998
25	127	6118.83865904808	0.002727650698420393	0.04049579796984989	0.3487094640149735	0.11012044865055831	0.26003391440300383	3.5182492285966873
26	127	6355.749812364578	0.007204744932199012	0.06609917135652756	0.9221254293806851	0.11410890345672545	0.2648207168807002	3.6451313607394695
27	127	6591.899520158768	0.004157199933794368	0.04764519345666894	0.5329675317043439	0.10850240802545384	0.25817819602203135	3.4668636433780193
28	127	6826.262611865997	0.002740203833821836	0.038894320219857385	0.35053299798164517	0.10780342945880562	0.2569563921248796	3.443859912455082
29	127	7059.468269586563	0.0019875992956909596	0.033075931121078206	0.25404856429668143	0.10979152759326154	0.2593101928193195	3.5100850090384483
30	127	7296.408851385117	0.0012999741675016072	0.02665585108623383	0.16651775158243254	0.10881260664359248	0.2574114766702348	3.4775324761867523
31	127	7537.177192687988	0.0014322680800541695	0.02788045156212311	0.18377412253175862	0.10902687829132998	0.2594536669990596	3.484903536736965
32	127	7779.150846004486	0.0013023260674860525	0.026629261946280992	0.1666023382858839	0.10676726231425523	0.2561672906665241	3.412487268447876
33	127	8018.519993543625	0.0025771933093433836	0.039391377788367425	0.3297043095808476	0.11098956844284655	0.2609147807911915	3.549117721617222
34	127	8256.01675748825	0.002372045376563017	0.03536347409327903	0.3036203682422638	0.10783908557220498	0.25812065902293896	3.446853704750538
35	127	8493.8831012249	0.00305041870379788	0.04180300931707718	0.3904695634264499	0.1094508723752363	0.2578358776209986	3.5000154972076416
36	127	8726.974294662476	0.0027431184745170425	0.039088484003869765	0.35090318220318295	0.1086701100901542	0.2576224550312641	3.473068702965975
