epoch	iteration	time	MSE_train	MAE_train	loss_train	MSE_valid	MAE_valid	loss_valid
0	75	159.57904744148254	0.2586801967409142	0.4391523129712497	19.52056758105755	0.24716993395490072	0.4290934870409411	4.686874806880951
1	75	324.7199022769928	0.2131138399383886	0.36803754315831355	16.088616386055946	0.21699384072797445	0.3741087517469032	4.120971776545048
2	75	487.07210183143616	0.20884060456685405	0.3642960539002636	15.995819415897131	0.21702066722141997	0.3744762905214316	4.122647367417812
3	75	653.5865015983582	0.18405316472288416	0.3395087679392075	13.957964096218348	0.19170956166974587	0.34852316242911885	3.640233188867569
4	75	820.9494304656982	0.22799671541759936	0.41312828333546014	17.459923289716244	0.22849333153516996	0.4122685459365084	4.337378539144993
5	75	987.1793882846832	0.11809360456937126	0.27949667567101255	8.931654669344425	0.13602663146247135	0.29858119186768894	2.58919033780694
6	75	1147.9487707614899	0.1045938354818391	0.25529001981823773	7.92015453055501	0.13393740704666518	0.29100819021166363	2.548860378563404
7	75	1313.2557682991028	0.1202337335785805	0.2640696219806231	9.085757096298039	0.16172839178337844	0.3095869069046455	3.0780215859413147
8	75	1476.3436579704285	0.0822950650515711	0.2403961952172869	6.240631479769945	0.11454243492688039	0.28266622225113486	2.183469235897064
9	75	1644.0821197032928	0.056612814041348096	0.18662656545329886	4.281329607591033	0.10431980187558927	0.2609184704956125	1.9840690642595291
10	75	1809.7790603637695	0.0724804544184634	0.20957137835501882	5.512050034478307	0.1277415359588745	0.28076663136209956	2.428537718951702
11	75	1975.0796430110931	0.05128016607598416	0.17796998031715636	3.8960139490664005	0.11008266455872683	0.2637826669156749	2.0909229293465614
12	75	2138.6409730911255	0.03674675121939982	0.15203424140934627	2.781019131653011	0.10024640882266647	0.2529751385911755	1.903910793364048
13	75	2305.4414913654327	0.0300201980034155	0.14327178473016286	2.2738210381940007	0.0998612117762563	0.26198146651898113	1.9001658521592617
14	75	2470.797881603241	0.02482999103727542	0.1307907441685061	1.880484570749104	0.09821359570388861	0.2570701422250251	1.8685387298464775
15	75	2640.7026896476746	0.017844546159843586	0.10698952414404554	1.365398379508406	0.10248946595385744	0.2604712548594538	1.9502640292048454
16	75	2803.522305727005	0.014444045891758824	0.09507595014708171	1.098612068220973	0.10610934616269138	0.2614203527247985	2.015434518456459
17	75	2970.6257576942444	0.014414375609910577	0.09760256287993485	1.0864886777708307	0.10444452257701578	0.26290345006309873	1.987860944122076
18	75	3140.2090904712677	0.017442603124515853	0.10976851834950357	1.3288188427686691	0.10432667419903932	0.26484916089381094	1.986337661743164
19	75	3302.4246826171875	0.030716547651512584	0.15473929076026585	2.3393742376938462	0.1251909015115671	0.29382463722208213	2.3875472471117973
20	75	3468.8635318279266	0.07465448060202612	0.26029868978558734	5.677660472691059	0.19232964229618868	0.34467558183419544	3.6514129489660263
21	75	3635.2183680534363	0.0070760469934431905	0.06715549902828155	0.5356382497120649	0.10139459853583477	0.25580055573552946	1.9279232397675514
22	75	3806.4773581027985	0.018682669330612467	0.11926214564050629	1.4129803460091352	0.11312505534672719	0.2793722609336491	2.1540468856692314
23	75	3975.5682229995728	0.008721910584959684	0.07646057536956928	0.662482604617253	0.10714200275421665	0.2661748589867373	2.0381740406155586
24	75	4141.373562574387	0.053258103514926644	0.2154490445752114	4.038128821179271	0.16648477664261332	0.3182837658892834	3.157602548599243
25	75	4309.080852270126	0.007848735225487066	0.0712045460954865	0.5944834563415498	0.10553617999228257	0.2616860643152977	2.0071287378668785
26	75	4475.307025194168	0.008870995025245519	0.0781449643933674	0.6760945019777864	0.10789139309274272	0.2687669473567179	2.0539596118032932
27	75	4641.704957962036	0.004832178618181345	0.05531881053572621	0.37207709020003676	0.10410655799666918	0.25886027719144805	1.9783626049757004
28	75	4807.208434343338	0.00440481036858035	0.05362082244016818	0.3376535871066153	0.10710826565119229	0.26048709793121516	2.0380927082151175
29	75	4974.868964910507	0.00608807464739095	0.06275520683633341	0.46227130061015487	0.10494936835776396	0.2617447550820057	1.9973038639873266
30	75	5140.327335119247	0.011566377770295289	0.09185476782441881	0.8787408419884741	0.12400430712409928	0.27740416724692746	2.357202511280775
31	75	5306.613860845566	0.017426961749346086	0.1151158546016424	1.3293840643018484	0.11310362605912101	0.2790858869153103	2.1532201059162617
32	75	5468.872572422028	0.0046686874643811094	0.05337553475191237	0.36078949796501547	0.10478114082296493	0.2597127385573629	1.9900740832090378
33	75	5633.974344968796	0.014301778934043361	0.09667034506550469	1.085879685357213	0.11546550026040343	0.262433747287555	2.1904680281877518
